database,split,wav_path,duration,text,speaker,sex,emotion,lang
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_sad_495.wav,5.405,동유럽의 실재하는 사회주의 국가는 거의 다 몰락했다.,ketts2-20m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_happy_142.wav,5.448,주쿠웨이트 한국대사관의 기능은 정상적인가.,ketts2-50f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_429.wav,7.041,이런 상황이라면 한국은 더이상 조기 정상회담에만 연연하지 말아야 한다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_074.wav,12.792,백 오십억마르크의 돈을 예상수요 종류별로 새로 찍어 동독전역에 수송 교환하는 엄청난 작업에 걸린 시일과 투입인원은 어느 정도였는가.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_012.wav,7.563,그리고 공동상점등 가능한 모든 분야에 걸쳐 한국과의 합작 투자를 희망하고 있습니다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_126.wav,5.072,박원순 시장 엄마들 눈물 닦아줄 수 있을까.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_083.wav,5.4060000000000015,요즘 장이 안 좋아서 금주를 하고 있다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_057.wav,8.376,다시 만나 이야기를 나누게 될 한소 정상회담의 의제가 따지고 보면 무겁기 때문이다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_459.wav,6.7429999999999986,속편 영화는 전작의 기대치를 만족시키면서 새로운 관객까지 공략해야 한다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_172.wav,12.0,교통부가 작년 말 대한항공 창립 후 최대 규모의 감사를 시작한 이후 교통부 주변에는 이와 관련한 갖가지 풍설들이 난무했다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_132.wav,5.2010000000000005,선량들의 탐욕은 예산심의의 막바지 과정에서 여지 없이 드러났다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_481.wav,4.92,십년간 연구한 끝에 노벨상을 받아 보람을 느꼈다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_476.wav,4.573,내가 제일 좋아하는 명절은 설날이다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_neutral_235.wav,2.972,어제는 영화를 연달아 세 편이나 보았다.,ketts2-30f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_118.wav,6.941,영어 선생님은 숙제를 너무 많이 내줘서 학생들의 불만을 산다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_147.wav,4.9,할머니는 보청기를 끼지 않으면 내 말을 못 알아들으신다.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_163.wav,8.61,이왕 만나서 수교얘기를 하기로 한 이상 가능한 한 빠른 시일내에 수교의정서가 교환될 수 있도록 하겠습니다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_077.wav,5.2010000000000005,고려연방제등 자기식대로의 통일 및 화해원칙이다.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_108.wav,6.687,아름다운 것에는 반드시 마가 낀다더니 입물림질에도 입물림독이 끼여들고 있다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_214.wav,3.31,그녀는 항상 슬픈 얼굴을 하고 있다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_neutral_086.wav,6.2170000000000005,책을 읽을 때 조용하지 않으면 집중이 안 된다.,ketts2-60f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_301.wav,4.458,물론 그분들과도 많은 얘기를 했다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_342.wav,6.034,야채는 삶아서 조리하는 것이 영양분 파괴가 가장 적다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_neutral_054.wav,4.31,그는 전철 안에서 다리를 꼰 채로 신문을 읽고 있다.,ketts2-50m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_058.wav,5.2010000000000005,그녀의 뛰어난 연주와 매너는 모든 관객들을 감동시켰다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_246.wav,5.206,진정한 사태해결의 길은 무엇이라고 생각하는지.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_disgusted_473.wav,7.44,신당에 불만을 갖는 일부 세력이 있지만 그들이 요구하는 걸 우리가 다 해 나갈 것이다.,ketts2-50f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_381.wav,3.84,우리집은 일요일마다 온가족이 대청소를 한다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_sad_499.wav,14.781,박대사는 칠십년대 후반 외무장관으로 있으면서 박동선사건과 인권 시비등으로 마찰이 잦았던 한미관계를 무마시키는데 큰 역할을 했었다.,ketts2-20m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_233.wav,8.49,우리 증권시장을 이런 측면에서 관찰하면 너무도 전근대적이고 허점 투성이처럼 보인다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_130.wav,4.805,지자제는 상반기내에 하기로 분명히 약속했다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_467.wav,4.08,주식으로 큰 돈을 번 친구가 부럽다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_454.wav,4.598,상대방이 기분 나쁘지 않게 거절하는 법은 뭐가 있을까.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_494.wav,5.355,고양이 소리만 들어도 모두 벌벌 떨었다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_288.wav,13.858,지난달 이십사일 이화여대 앞 미용실도 털리는 등 동일범으로 유추되는 이인조 범행이 미용실을 상대로만 네 차례나 빚어졌다는 보도이다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_488.wav,5.813,막내라는 이유로 가족들이 나에게만 심부름을 시켜 짜증난다.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_277.wav,5.84,우리 앞에 어떤 가능성도 배제하지 말자.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_054.wav,5.6160000000000005,그는 전철 안에서 다리를 꼰 채로 신문을 읽고 있다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_465.wav,6.39,운동을 할 때에는 혈압이 상승하게 하는 동작을 피하는 것이 포인트입니다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_406.wav,3.11,누구를 탓하고 싶지는 않습니다.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_420.wav,4.458,우리 애는 공부는 제쳐두고 놀기만 해서 걱정이다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_281.wav,6.98,이 영화는 자동차 마니아가 아니면 다소 지루할 수 있다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_038.wav,6.5070000000000014,이런 측면에서는 북한이 완전히 불리하다고 할 수는 없어요.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_002.wav,4.0,엄마 절 낳아주셔서 감사해요.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_034.wav,3.715,지금도 아파트값은 꾸준히 오르고 있다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_293.wav,11.28,상식적으로는 보조금을 사십오에서 오십퍼센트정도 줄이는 수준에서 타협될 가능성도 있다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_disgusted_239.wav,8.942,삼촌이 제주도에 출장을 다녀오며 선물로 감귤 초콜렛을 사다 주어 너무 기뻤다.,ketts2-20m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_030.wav,5.178,앗 갑자기 왜 삭발을 했어.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_410.wav,5.825,근시는 가까운 것은 잘 보이지만 먼 것은 잘 보이지 않는 것을 말한다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_neutral_097.wav,9.66,며칠전 대전대학교의 오희필총장 대전전문대학의 정원채학장과 함께 세 개 대학간 학술교류협약조인차 한국에 왔다.,ketts2-30f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_sad_061.wav,12.984000000000002,남쪽에서 사천명 북쪽에서 이천명 등 육천명이 한마음으로 남북한을 응원하자는데는 이견이 없습니다.,ketts2-50f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_016.wav,4.676,이 구두는 헐렁헐렁해서 걸을 때마다 자꾸 벗겨진다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_disgusted_350.wav,6.452000000000001,이 같은 기업행태로는 근로자들과 일반국민의 신뢰를 얻기 어렵다.,ketts2-20m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_fearful_324.wav,3.38,이번 달은 공휴일이 많아서 너무 신이 난다.,ketts2-50m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_423.wav,4.905,가장 가까운 박물관은 걸어서 이십분 정도 거리에 있다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_neutral_474.wav,2.972,지금 통화중이니까 오분 후에 다시 전화해.,ketts2-30f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_happy_334.wav,7.944,채권자는 채무자의 구석구석까지 면밀히 조사했다.,ketts2-50f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_284.wav,5.2010000000000005,젊을 때 술을 너무 많이 마셨더니 몸이 망가져서 후회하고 있다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_disgusted_273.wav,9.12,이번에 대통령을 따라 모스크바에간 우리 쪽 통역이 도중 하차당했다.,ketts2-50f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_368.wav,6.72,주인으로서는 여간 괘씸한 고양이가 아니었다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_391.wav,7.968,소련 과학아카데미의 예브게니 벨리코프는 이런 제안을 했다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_300.wav,2.82,그는 다리를 삐어 절룩거렸다.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_088.wav,7.483,사고로 인해 열차 운행 시각이 모조리 바뀌어 승객들의 혼란을 빚었다.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_274.wav,6.744,항상 말하고 있지만 신기한 방법은 있을 수가 없어요.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_neutral_148.wav,12.513,기업이 문을 닫게 되어서는 안된다 임금과 근로조건은 개선되어야 하며 근로자의 권익은 신장되어야 한다.,ketts2-60f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_082.wav,6.308,예상하지 못한 선물은 예상한 선물보다 더 큰 기쁨을 준다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_194.wav,6.857,부시 미국 대통령이 주창한 서반구 자유무역기구 창설에 큰 기대를 걸고 있다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_370.wav,10.57,사투리를 자랑스럽게 고집하며 발음과 억양에 문제가 있어서 의미전달이 순조롭지 않은 것은 물론 시청자의 혐오감마저 자아내는 경우다.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_143.wav,4.458,아침에 커피 한잔을 마시지 않으면 머리가 잘 돌아가지 않는다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_neutral_373.wav,4.284,나는 첫눈에 반하는 사랑을 믿지 않는다.,ketts2-60f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_259.wav,4.53,내 마음을 몰라주는 그가 너무 야속하다.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_325.wav,7.915,육이구 이전까지 정치문화의 주류를 이뤄 왔던 권위주의가 많은 분야에서 없어졌습니다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_447.wav,6.356,우리는 보수란 말의 이미지가 나빠져 있지요.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_433.wav,6.92,탕수육은 소스를 조절하는 것이 힘들어서 두번 만들어봤지만 모두 실패였다.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_103.wav,3.39,니가 웬일로 청바지를 입었어.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_118.wav,5.667999999999998,영어 선생님은 숙제를 너무 많이 내줘서 학생들의 불만을 산다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_230.wav,6.452000000000001,젊은 사람들은 때로 너무 무모해서 탈이다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_disgusted_096.wav,7.91,김대중 평민당총재와의 회담 때 바깥에 알려지지 않은 얘기 좀 털어 놓으시죠.,ketts2-20m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_023.wav,6.896,천구백년에 이미 사람들은 엑스레이를 통해서 자기 몸 속을 들여다볼 수 있게 되었다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_034.wav,2.972,지금도 아파트값은 꾸준히 오르고 있다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_319.wav,2.52,합의라고 말할 수는 없다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_sad_270.wav,15.618,전두환 전 대통령은 하산 전야인 이십구일 밤늦게 자리에 들었다 측근 등과 그 동안을 회고하고 마음을 정리하며 시간을 보냈다고 한다.,ketts2-20m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_395.wav,7.445,반면에 야당 또한 합리성을 최대한 견지해 줄 것을 당부한다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_474.wav,3.736,지금 통화중이니까 오분 후에 다시 전화해.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_328.wav,6.504,이것은 누구도 부인할 수 없는 객관적 진실이다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_316.wav,5.1160000000000005,현재도 우리는 순수 학문의 대상으로 한국학을 연구합니다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_035.wav,3.715,요새도 주판 쓰는 사람이 있네.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_neutral_179.wav,5.944,노조교사를 해고하는 것은 우리 연맹의 입장에서는 받아들일 수 없는 일이다.,ketts2-30f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_156.wav,5.072,친구와 허심탄회하게 얘기하다보니 그동안의 오해가 다 풀렸다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_210.wav,3.9,저 녀석 때문에 나까지 선생님 눈 밖에 났어.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_335.wav,4.545,등소평시대에 와서 개혁 개방이 시작되었다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_482.wav,9.66,배고픔을 이기지 못해 인가를 찾아내려 오는 산짐승들을 따뜻이 보살펴주는 것은 사람으로서의 도리일 것입니다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_140.wav,6.9529999999999985,노동조합이란 조직과 노동운동은 어느 누구의 주도권다툼에 이용되어서는 안된다.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_191.wav,7.876,집권 실무 경험만으로 생각해서는 안될 것이다 경험 없는 사람도 섞여 조화를 이루어야 한다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_444.wav,5.875,너무도 우연한 기회에 귀댁의 어려운 사정을 알게 돼 마음 아팠습니다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_478.wav,6.912000000000001,부모가 그 모양이라면 아이도 안 봐도 뻔하다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_119.wav,5.773,물가불안 수출부진 속에 그런대로 성장은 제몫을 한다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_404.wav,3.952,합당이니 뭐니 얘기 안했습니다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_211.wav,4.963,이번 백화점 세일 때 살 목록을 적어두었어.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_314.wav,7.576,다만 공작정치가 되살아난 게 분명하고 그것을 반드시 뿌리뽑겠다고 말하겠다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_130.wav,5.5070000000000014,지자제는 상반기내에 하기로 분명히 약속했다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_fearful_168.wav,6.02,언제부턴가 수면제를 안 먹으면 진정이 안 되어 잠들지 못하게 되었다.,ketts2-50m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_happy_454.wav,5.256,상대방이 기분 나쁘지 않게 거절하는 법은 뭐가 있을까.,ketts2-50f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_265.wav,10.816,고도의 기술축적이 요구되는 상하수도 공사분야에 치중 기술개발을 계속해와 인정을 받은 결과일 뿐 특혜를 받은 일은 없다.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_356.wav,4.42,외로워서 술을 마셨더니 더 외로운 기분이 든다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_114.wav,6.363,자기가 키우던 강아지들을 보신탕으로 만들어 먹다니 미개인 같아.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_027.wav,3.715,나는 건강을 위해 매주 산에 오릅니다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_161.wav,4.458,이 놀이는 아이들의 상상력과 창조력을 키워줍니다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_315.wav,4.73,밭을 매는 것보다 아이를 보는 것이 더 어려운 일이다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_204.wav,9.587,미 북한 관계개선 문제가 칠월의 한미 정상회담에서 주요의제의 하나로 다뤄질 것 같다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_367.wav,6.2639999999999985,대통령 선거의 투표용지에 미스프린트가 나오다니 어처구니 없는 실수군.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_058.wav,5.2010000000000005,그녀의 뛰어난 연주와 매너는 모든 관객들을 감동시켰다.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_425.wav,4.458,어젯밤에 귀신이 나오는 무서운 꿈을 꾸었다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_454.wav,5.2010000000000005,상대방이 기분 나쁘지 않게 거절하는 법은 뭐가 있을까.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_467.wav,3.938,주식으로 큰 돈을 번 친구가 부럽다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_213.wav,4.458,기말시험 시즌이라 도서관은 학생들로 붐비고 있었다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_307.wav,10.815,퀘네씨가 위원장으로 있는 이 위원회는 경제 및 사회 문제에 대해 정부에 조언을 해주는 정책자문기관.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_454.wav,5.016,상대방이 기분 나쁘지 않게 거절하는 법은 뭐가 있을까.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_167.wav,9.043,사할린 방문은 가고 오는 데 비행기예약 등 삼사일이 소요돼야 하는 형편이어서 힘들 것으로 본다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_195.wav,6.1,세종이 집현전 학자들과 훈민정음을 함께 만든 것은 주지의 사실이다.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_096.wav,6.41,김대중 평민당총재와의 회담 때 바깥에 알려지지 않은 얘기 좀 털어 놓으시죠.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_206.wav,4.11,백설공주는 독사과를 먹고 그만 쓰러져버렸다.,ketts2-50m,m,happy,ko
